City_or_County,Day,Incident_Date,Incident_ID,Incident_Time,Latitude,Longitude,Month,State_Name,Total_Victims,US_Region,Victims_Injured,Victims_Killed,Year,State_Political_Color,State_PopEstimate,City_PopEstimate
Little Rock,3,2020-09-03,1785593,,34.6526,-92.431,9,Arkansas,4,South,4,0,2020,RED,3014348,202634
Philadelphia,2,2020-09-02,1783582,8:15 PM,39.9288,-75.1755,9,Pennsylvania,4,Northeast,2,2,2020,PURPLE,12995477,1600684
Albany,2,2020-09-02,1784141,2:00 AM,31.5821,-84.1199,9,Georgia,4,South,3,1,2020,PURPLE,10732390,69100
Oakland,2,2020-09-02,1783928,6:10 PM,37.7298,-122.183,9,California,4,West,4,0,2020,BLUE,39503200,440943
Philadelphia,31,2020-08-31,1825993,12:59 AM,40.0002,-75.1549,8,Pennsylvania,5,Northeast,5,0,2020,PURPLE,12995477,1600684
Tallahassee,31,2020-08-31,1782962,10:20 PM,30.4812,-84.3217,8,Florida,4,South,4,0,2020,PURPLE,21591299,197933
Lexington-Fayette,30,2020-08-30,1780301,9:00 PM,38.0547,-84.4887,8,Kentucky,7,South,7,0,2020,RED,4508155,322627
Zion,30,2020-08-30,1780199,1:00 AM,42.454,-87.8536,8,Illinois,4,Midwest,3,1,2020,BLUE,12790357,24626
San Antonio,30,2020-08-30,1780266,9:30 PM,29.4056,-98.4718,8,Texas,4,South,2,2,2020,RED,29234361,1439257
Buffalo,30,2020-08-30,1779981,4:20 AM,42.8869,-78.8396,8,New York,5,Northeast,4,1,2020,BLUE,20104710,277551
Philadelphia,30,2020-08-30,1784122,9:11 PM,40.0289,-75.0849,8,Pennsylvania,4,Northeast,4,0,2020,PURPLE,12995477,1600684
Chicago,30,2020-08-30,1779718,2:00 PM,41.6824,-87.6804,8,Illinois,5,Midwest,4,1,2020,BLUE,12790357,2743329
Madisonville,30,2020-08-30,1780091,1:30 AM,37.3358,-87.5048,8,Kentucky,5,South,5,0,2020,RED,4508155,19538
Las Vegas,29,2020-08-29,1780228,11:23 PM,36.1213,-115.146,8,Nevada,4,West,2,2,2020,BLUE,3115840,646794
Rock Island,29,2020-08-29,1778571,2:00 AM,41.5109,-90.5743,8,Illinois,6,Midwest,5,1,2020,BLUE,12790357,37019
Minneapolis,28,2020-08-28,1778435,7:00 PM,45.0037,-93.2993,8,Minnesota,4,Midwest,4,0,2020,BLUE,5710578,430710
Chester,28,2020-08-28,1778542,6:25 PM,39.8303,-75.3914,8,Pennsylvania,4,Northeast,3,1,2020,PURPLE,12995477,32580
Dallas,28,2020-08-28,1779023,11:00 PM,32.7841,-96.7864,8,Texas,5,South,4,1,2020,RED,29234361,1303212
Portland,27,2020-08-27,1777607,9:00 PM,45.5335,-122.554,8,Oregon,4,West,3,1,2020,BLUE,4245044,653344
Pontiac,26,2020-08-26,1777180,,42.6334,-83.2618,8,Michigan,4,Midwest,1,3,2020,PURPLE,10070627,61827
Hilton Head Island,26,2020-08-26,1776905,10:15 PM,32.1863,-80.7676,8,South Carolina,4,South,4,0,2020,RED,5132151,37587
Philadelphia,26,2020-08-26,1777400,9:30 PM,40.0432,-75.1615,8,Pennsylvania,4,Northeast,4,0,2020,PURPLE,12995477,1600684
Norfolk,25,2020-08-25,1776189,10:15 PM,36.8584,-76.2757,8,Virginia,5,South,5,0,2020,BLUE,8637193,237789
Rochester,25,2020-08-25,1775249,6:45 PM,43.1766,-77.6158,8,New York,4,Northeast,4,0,2020,BLUE,20104710,210862
Detroit,24,2020-08-24,1774123,9:45 PM,42.4208,-83.0001,8,Michigan,4,Midwest,4,0,2020,PURPLE,10070627,638300
Sacramento,24,2020-08-24,1773194,1:00 AM,38.6163,-121.439,8,California,4,West,3,1,2020,BLUE,39503200,525528
West Palm Beach,24,2020-08-24,1774138,7:30 PM,26.7295,-80.0612,8,Florida,4,South,4,0,2020,PURPLE,21591299,117507
Richmond,24,2020-08-24,1773996,8:35 PM,37.5551,-77.4186,8,Virginia,5,South,4,1,2020,BLUE,8637193,226936
Pine Bluff,23,2020-08-23,1772623,3:00 AM,34.2023,-92.0327,8,Arkansas,7,South,7,0,2020,RED,3014348,40978
Kings,23,2020-08-23,1772513,2:00 AM,40.5747,-73.9904,8,New York,4,Northeast,3,1,2020,BLUE,20104710,2718447
Pueblo,23,2020-08-23,1772934,1:30 AM,38.2932,-104.536,8,Colorado,6,West,6,0,2020,BLUE,5785219,111899
Somerville,23,2020-08-23,1772680,3:30 AM,35.3397,-89.4695,8,Tennessee,5,South,4,1,2020,RED,6926091,3426
Champaign,23,2020-08-23,1772438,4:18 AM,40.1153,-88.2861,8,Illinois,4,Midwest,4,0,2020,BLUE,12790357,88368
Chicago,23,2020-08-23,1773006,4:30 PM,41.7741,-87.645,8,Illinois,4,Midwest,4,0,2020,BLUE,12790357,2743329
Rockford,22,2020-08-22,1772764,11:00 PM,42.2542,-89.0753,8,Illinois,4,Midwest,3,1,2020,BLUE,12790357,148670
Bessemer,22,2020-08-22,1772174,6:15 AM,33.4554,-87.0031,8,Alabama,4,South,3,1,2020,RED,5031864,26014
Philadelphia,19,2020-08-19,1769444,10:00 PM,39.9496,-75.2334,8,Pennsylvania,4,Northeast,4,0,2020,PURPLE,12995477,1600684
Chicago,19,2020-08-19,1769489,11:30 PM,41.7387,-87.638,8,Illinois,6,Midwest,6,0,2020,BLUE,12790357,2743329
Philadelphia,18,2020-08-18,1768125,3:59 AM,39.9942,-75.1809,8,Pennsylvania,5,Northeast,4,1,2020,PURPLE,12995477,1600684
Queens,18,2020-08-18,1767851,5:00 PM,40.7601,-73.9354,8,New York,4,Northeast,4,0,2020,BLUE,20104710,2388864
Rockford,18,2020-08-18,1767747,3:50 AM,42.2613,-89.0497,8,Illinois,4,Midwest,4,0,2020,BLUE,12790357,148670
Cleveland,17,2020-08-17,1768683,9:13 PM,41.4523,-81.6141,8,Ohio,5,Midwest,5,0,2020,PURPLE,11798292,371806
Kings,17,2020-08-17,1766574,2:25 AM,40.6755,-73.9016,8,New York,4,Northeast,4,0,2020,BLUE,20104710,2718447
Dayton,17,2020-08-17,1767402,11:00 AM,29.9814,-94.9664,8,Texas,5,South,2,3,2020,RED,29234361,8835
Lexington-Fayette,16,2020-08-16,1765658,1:30 AM,38.0773,-84.4939,8,Kentucky,4,South,3,1,2020,RED,4508155,322627
Cincinnati,16,2020-08-16,1765624,12:34 AM,39.1502,-84.4902,8,Ohio,4,Midwest,3,1,2020,PURPLE,11798292,309601
Cincinnati,16,2020-08-16,1765636,2:00 AM,39.1152,-84.5148,8,Ohio,11,Midwest,9,2,2020,PURPLE,11798292,309601
Cincinnati,16,2020-08-16,1766423,12:34 AM,39.1502,-84.4902,8,Ohio,4,Midwest,3,1,2020,PURPLE,11798292,309601
Denver,16,2020-08-16,1766380,10:38 PM,39.7112,-105.025,8,Colorado,6,West,4,2,2020,BLUE,5785219,717606
Oklahoma City,16,2020-08-16,1765920,1:00 AM,35.4062,-97.5551,8,Oklahoma,4,South,4,0,2020,RED,3965234,683078
Belleville,15,2020-08-15,1765336,11:15 AM,42.1211,-83.461,8,Michigan,4,Midwest,0,4,2020,PURPLE,10070627,3998
Philadelphia,15,2020-08-15,1765499,11:50 PM,39.9662,-75.1535,8,Pennsylvania,5,Northeast,5,0,2020,PURPLE,12995477,1600684
Rochester,15,2020-08-15,1765890,11:45 PM,43.1349,-77.6513,8,New York,5,Northeast,5,0,2020,BLUE,20104710,210862
New Haven,15,2020-08-15,1765705,11:15 PM,41.2928,-72.9374,8,Connecticut,6,Northeast,5,1,2020,BLUE,3577586,129757
Troy,15,2020-08-15,1764756,1:59 AM,31.7624,-85.8958,8,Alabama,5,South,3,2,2020,RED,5031864,17664
New York,14,2020-08-14,1764619,11:00 PM,40.8018,-73.9502,8,New York,4,Northeast,4,0,2020,BLUE,20104710,8740292
Newark,12,2020-08-12,1762951,1:00 AM,40.7653,-74.19,8,New Jersey,5,Northeast,4,1,2020,BLUE,9272392,310645
Dayton,12,2020-08-12,1762997,9:50 PM,39.7853,-84.2259,8,Ohio,4,Midwest,3,1,2020,PURPLE,11798292,137496
Torrance,11,2020-08-11,1761557,12:30 AM,33.8172,-118.305,8,California,5,West,5,0,2020,BLUE,39503200,146442
Denver,9,2020-08-09,1759873,4:28 PM,39.7119,-105.007,8,Colorado,9,West,9,0,2020,BLUE,5785219,717606
Toledo,9,2020-08-09,1759779,3:00 AM,41.6646,-83.5703,8,Ohio,6,Midwest,6,0,2020,PURPLE,11798292,270276
Washington,9,2020-08-09,1758966,12:20 AM,38.8853,-76.9595,8,District of Columbia,22,South,21,1,2020,BLUE,670839,670839
Jackson,9,2020-08-09,1760207,9:30 PM,32.343,-90.2149,8,Mississippi,4,South,4,0,2020,RED,2958409,152997
Houston,9,2020-08-09,1760261,11:40 PM,29.8522,-95.3,8,Texas,4,South,4,0,2020,RED,29234361,2299269
Paducah,8,2020-08-08,1759425,11:50 PM,37.0914,-88.6103,8,Kentucky,4,South,3,1,2020,RED,4508155,27127
Birmingham,8,2020-08-08,1759237,11:49 PM,33.5143,-86.8965,8,Alabama,6,South,5,1,2020,RED,5031864,200375
Philadelphia,8,2020-08-08,1758838,9:30 PM,39.9734,-75.1989,8,Pennsylvania,6,Northeast,6,0,2020,PURPLE,12995477,1600684
Brockton,8,2020-08-08,1759439,10:35 PM,42.0682,-71.0192,8,Massachusetts,5,Northeast,5,0,2020,BLUE,6997713,105511
Albany,8,2020-08-08,1758774,8:00 PM,42.6672,-73.7704,8,New York,4,Northeast,3,1,2020,BLUE,20104710,98682
Oakland,6,2020-08-06,1757380,10:00 PM,37.7808,-122.206,8,California,4,West,3,1,2020,BLUE,39503200,440943
Chicago,5,2020-08-05,1756248,10:00 PM,41.8722,-87.7279,8,Illinois,4,Midwest,4,0,2020,BLUE,12790357,2743329
Madison,4,2020-08-04,1755566,,43.0624,-89.4763,8,Wisconsin,4,Midwest,4,0,2020,PURPLE,5896700,275204
Washington,4,2020-08-04,1755297,9:13 PM,38.9553,-77.0279,8,District of Columbia,4,South,4,0,2020,BLUE,670839,670839
Beverly Hills,4,2020-08-04,1754613,12:47 AM,34.127,-118.421,8,California,5,West,4,1,2020,BLUE,39503200,32578
St. Louis,4,2020-08-04,1754640,12:45 AM,38.6869,-90.2536,8,Missouri,4,Midwest,3,1,2020,RED,6154426,300496
Hartford,4,2020-08-04,1754672,2:00 AM,41.79,-72.6684,8,Connecticut,6,Northeast,5,1,2020,BLUE,3577586,119798
Bronx,3,2020-08-03,1754363,8:17 PM,40.8115,-73.9144,8,New York,4,Northeast,4,0,2020,BLUE,20104710,1461151
Philadelphia,2,2020-08-02,1753320,3:30 AM,39.9954,-75.1172,8,Pennsylvania,4,Northeast,4,0,2020,PURPLE,12995477,1600684
Newark,2,2020-08-02,1753561,3:30 PM,40.7559,-74.1858,8,New Jersey,5,Northeast,5,0,2020,BLUE,9272392,310645
Chicago,1,2020-08-01,1752100,12:37 AM,41.8831,-87.749,8,Illinois,5,Midwest,4,1,2020,BLUE,12790357,2743329
Point Blank,1,2020-08-01,1753235,9:30 PM,30.75,-95.2201,8,Texas,5,South,3,2,2020,RED,29234361,650
Denver,1,2020-08-01,1751949,12:45 AM,39.7077,-105.025,8,Colorado,5,West,4,1,2020,BLUE,5785219,717606
Montgomery,1,2020-08-01,1752790,12:15 PM,32.3657,-86.2122,8,Alabama,4,South,4,0,2020,RED,5031864,200041
Philadelphia,31,2020-07-31,1752019,9:30 PM,39.9763,-75.1768,7,Pennsylvania,4,Northeast,3,1,2020,PURPLE,12995477,1600684
Tampa,30,2020-07-30,1750611,7:00 PM,27.9503,-82.5241,7,Florida,5,South,5,0,2020,PURPLE,21591299,387924
Miami Gardens,30,2020-07-30,1750548,,25.9261,-80.2682,7,Florida,5,South,5,0,2020,PURPLE,21591299,111477
Detroit,29,2020-07-29,1750250,10:40 PM,42.3744,-83.0222,7,Michigan,4,Midwest,4,0,2020,PURPLE,10070627,638300
Elyria,29,2020-07-29,1749873,8:00 AM,41.3836,-82.1142,7,Ohio,4,Midwest,0,4,2020,PURPLE,11798292,52683
St. Louis,29,2020-07-29,1749746,1:45 PM,38.7077,-90.2577,7,Missouri,5,Midwest,2,3,2020,RED,6154426,300496
Wilmington,28,2020-07-28,1749281,10:55 PM,39.7382,-75.5664,7,Delaware,4,South,2,2,2020,BLUE,991862,70837
Milwaukee,28,2020-07-28,1749535,10:41 PM,43.097,-87.9453,7,Wisconsin,4,Midwest,4,0,2020,PURPLE,5896700,577207
Federal Way,27,2020-07-27,1748134,10:00 PM,47.3255,-122.302,7,Washington,4,West,3,1,2020,BLUE,7724566,100988
Chicago,27,2020-07-27,1747700,7:16 PM,41.7263,-87.6067,7,Illinois,5,Midwest,4,1,2020,BLUE,12790357,2743329
Mount Enterprise,26,2020-07-26,1746658,12:30 AM,31.9941,-94.7289,7,Texas,4,South,4,0,2020,RED,29234361,505
Flint,26,2020-07-26,1746441,4:00 AM,43.0024,-83.7706,7,Michigan,4,Midwest,3,1,2020,PURPLE,10070627,81113
Jefferson,26,2020-07-26,1746282,2:30 AM,38.231,-85.6023,7,Kentucky,4,South,3,1,2020,RED,4508155,782845
Commerce City,26,2020-07-26,1746417,3:00 AM,39.8111,-104.921,7,Colorado,4,West,3,1,2020,BLUE,5785219,62782
Magnolia,26,2020-07-26,1748023,1:02 AM,33.2646,-93.2531,7,Arkansas,4,South,4,0,2020,RED,3014348,11136
Flint,25,2020-07-25,1746582,,43.0588,-83.7356,7,Michigan,6,Midwest,6,0,2020,PURPLE,10070627,81113
Raleigh,25,2020-07-25,1745903,9:20 PM,35.7659,-78.6325,7,North Carolina,4,South,4,0,2020,RED,10453812,465354
Miami,25,2020-07-25,1746160,8:15 PM,25.8206,-80.2428,7,Florida,4,South,3,1,2020,PURPLE,21591299,442827
Denver,25,2020-07-25,1746430,10:00 PM,39.7638,-104.924,7,Colorado,5,West,3,2,2020,BLUE,5785219,717606
Dallas,25,2020-07-25,1746674,11:45 PM,32.7694,-96.8113,7,Texas,4,South,4,0,2020,RED,29234361,1303212
Manteca,25,2020-07-25,1745737,12:00 AM,37.776,-121.253,7,California,7,West,7,0,2020,BLUE,39503200,84009
Atlanta,24,2020-07-24,1744407,2:30 AM,33.7589,-84.41,7,Georgia,4,South,2,2,2020,PURPLE,10732390,499896
Rockbridge,23,2020-07-23,1743168,3:15 AM,37.8793,-79.2895,7,Virginia,4,South,3,1,2020,BLUE,8637193,22650
Petersburg,23,2020-07-23,1743488,2:00 AM,37.2167,-77.4106,7,Virginia,4,South,4,0,2020,BLUE,8637193,33396
Chicago,23,2020-07-23,1744332,10:30 PM,41.6763,-87.6165,7,Illinois,6,Midwest,4,2,2020,BLUE,12790357,2743329
Warren,22,2020-07-22,1743108,10:47 PM,42.4714,-82.978,7,Michigan,4,Midwest,4,0,2020,PURPLE,10070627,139122
Chicago,21,2020-07-21,1741838,6:24 PM,41.7507,-87.6497,7,Illinois,15,Midwest,15,0,2020,BLUE,12790357,2743329
Richmond,20,2020-07-20,1740533,6:33 PM,37.5384,-77.5211,7,Virginia,5,South,4,1,2020,BLUE,8637193,226936
Chicago,20,2020-07-20,1740615,7:59 PM,41.8624,-87.7177,7,Illinois,5,Midwest,5,0,2020,BLUE,12790357,2743329
Detroit,19,2020-07-19,1739920,6:49 PM,42.4219,-82.942,7,Michigan,4,Midwest,3,1,2020,PURPLE,10070627,638300
Omaha,19,2020-07-19,1739571,5:15 AM,41.3022,-95.9542,7,Nebraska,8,Midwest,8,0,2020,RED,1963273,492758
Chicago,19,2020-07-19,1740013,11:52 PM,41.6885,-87.6486,7,Illinois,5,Midwest,3,2,2020,BLUE,12790357,2743329
Peoria,19,2020-07-19,1739434,4:42 AM,40.6907,-89.5862,7,Illinois,13,Midwest,13,0,2020,BLUE,12790357,112845
Washington,19,2020-07-19,1739658,4:53 PM,38.9364,-77.033,7,District of Columbia,9,South,8,1,2020,BLUE,670839,670839
Detroit,19,2020-07-19,1739917,11:00 PM,42.37,-83.117,7,Michigan,4,Midwest,0,4,2020,PURPLE,10070627,638300
Chicago,18,2020-07-18,1738635,3:12 AM,41.8588,-87.7298,7,Illinois,5,Midwest,4,1,2020,BLUE,12790357,2743329
Columbus,17,2020-07-17,1739097,8:40 PM,39.9891,-83.0019,7,Ohio,4,Midwest,4,0,2020,PURPLE,11798292,906418
Madison,17,2020-07-17,1739413,,30.4543,-83.4159,7,Florida,4,South,4,0,2020,PURPLE,21591299,2914
Nashville,16,2020-07-16,1736508,1:00 AM,36.1682,-86.7572,7,Tennessee,5,South,5,0,2020,RED,6926091,689700
Shreveport,15,2020-07-15,1736383,7:00 PM,32.4124,-93.8842,7,Louisiana,4,South,3,1,2020,RED,4652022,186848
Kings,15,2020-07-15,1735326,2:00 AM,40.6689,-73.9586,7,New York,6,Northeast,5,1,2020,BLUE,20104710,2718447
St. Joseph,14,2020-07-14,1735573,9:30 PM,39.7651,-94.8387,7,Missouri,5,Midwest,5,0,2020,RED,6154426,72144
Durham,14,2020-07-14,1735470,10:30 PM,35.9853,-78.8687,7,North Carolina,8,South,8,0,2020,RED,10453812,284444
Kings,13,2020-07-13,1733702,6:30 PM,40.6467,-73.9131,7,New York,6,Northeast,6,0,2020,BLUE,20104710,2718447
Jefferson,13,2020-07-13,1734064,9:40 PM,38.2273,-85.7757,7,Kentucky,4,South,3,1,2020,RED,4508155,782845
Kent,13,2020-07-13,1734058,6:00 PM,47.3935,-122.296,7,Washington,6,West,6,0,2020,BLUE,7724566,136592
Kings,12,2020-07-12,1732993,11:30 PM,40.6861,-73.9387,7,New York,4,Northeast,3,1,2020,BLUE,20104710,2718447
Baton Rouge,12,2020-07-12,1732485,1:30 AM,30.4929,-91.155,7,Louisiana,8,South,7,1,2020,RED,4652022,226264
Lansing,12,2020-07-12,1732688,2:22 AM,42.6845,-84.5074,7,Michigan,5,Midwest,5,0,2020,PURPLE,10070627,112566
Fort Lauderdale,12,2020-07-12,1732365,1:30 AM,26.1405,-80.1854,7,Florida,4,South,2,2,2020,PURPLE,21591299,182892
Chicago,12,2020-07-12,1733188,9:47 PM,41.7734,-87.6426,7,Illinois,4,Midwest,3,1,2020,BLUE,12790357,2743329
Chicago,12,2020-07-12,1732229,12:44 AM,41.901,-87.7192,7,Illinois,5,Midwest,4,1,2020,BLUE,12790357,2743329
Como,12,2020-07-12,1732532,1:15 AM,34.5534,-89.8803,7,Mississippi,6,South,4,2,2020,RED,2958409,1114
Rochester,11,2020-07-11,1731349,1:30 AM,43.1666,-77.6109,7,New York,6,Northeast,6,0,2020,BLUE,20104710,210862
Wilmington,11,2020-07-11,1732321,10:36 PM,39.7394,-75.5441,7,Delaware,5,South,5,0,2020,BLUE,991862,70837
Alexandria,7,2020-07-07,1727743,4:00 AM,38.7461,-77.0948,7,Virginia,5,South,5,0,2020,BLUE,8637193,159139
Paterson,7,2020-07-07,1728683,11:00 PM,40.9228,-74.1616,7,New Jersey,7,Northeast,3,4,2020,BLUE,9272392,159323
Chicago,6,2020-07-06,1727567,10:38 PM,41.7555,-87.6567,7,Illinois,6,Midwest,6,0,2020,BLUE,12790357,2743329
Greenville,5,2020-07-05,1725108,1:50 AM,34.7941,-82.4202,7,South Carolina,10,South,8,2,2020,RED,5132151,71114
Chicago,5,2020-07-05,1725883,2:30 PM,41.8772,-87.7182,7,Illinois,4,Midwest,4,0,2020,BLUE,12790357,2743329
Davenport,5,2020-07-05,1725802,2:23 AM,41.5227,-90.5878,7,Iowa,4,Midwest,3,1,2020,PURPLE,3190904,101651
New York,5,2020-07-05,1725167,3:45 AM,40.8629,-73.9224,7,New York,5,Northeast,5,0,2020,BLUE,20104710,8740292
Helena,5,2020-07-05,1726770,10:23 PM,34.5296,-90.6017,7,Arkansas,4,South,3,1,2020,RED,3014348,9519
Atlanta,5,2020-07-05,1725690,1:00 AM,33.7557,-84.3811,7,Georgia,15,South,13,2,2020,PURPLE,10732390,499896
Columbia,5,2020-07-05,1725946,12:15 AM,38.9503,-92.2559,7,Missouri,5,Midwest,3,2,2020,RED,6154426,126307
Milwaukee,5,2020-07-05,1725379,12:20 AM,43.0954,-87.985,7,Wisconsin,4,Midwest,4,0,2020,PURPLE,5896700,577207
Houston,5,2020-07-05,1726446,10:30 PM,29.7058,-95.3996,7,Texas,4,South,4,0,2020,RED,29234361,2299269
Cambridge,5,2020-07-05,1725327,4:30 AM,38.5671,-76.0891,7,Maryland,4,South,4,0,2020,BLUE,6173689,13091
Chicago,5,2020-07-05,1725145,1:14 AM,41.8608,-87.7165,7,Illinois,6,Midwest,5,1,2020,BLUE,12790357,2743329
Ephrata,5,2020-07-05,1725635,1:42 AM,40.1847,-76.1522,7,Pennsylvania,4,Northeast,4,0,2020,PURPLE,12995477,13774
Freeport,5,2020-07-05,1726034,12:19 AM,42.291,-89.6148,7,Illinois,6,Midwest,5,1,2020,BLUE,12790357,23896
Greenville,5,2020-07-05,1727515,1:06 AM,33.4099,-91.0366,7,Mississippi,4,South,4,0,2020,RED,2958409,29493
Detroit,5,2020-07-05,1725571,2:16 AM,42.4171,-83.1462,7,Michigan,6,Midwest,4,2,2020,PURPLE,10070627,638300
Prince George's,4,2020-07-04,1725025,9:30 PM,38.8256,-76.9485,7,Maryland,4,South,3,1,2020,BLUE,6173689,965365
Atlanta,4,2020-07-04,1725670,11:45 PM,33.7106,-84.3798,7,Georgia,5,South,5,0,2020,PURPLE,10732390,499896
Detroit,4,2020-07-04,1724231,12:55 AM,42.3041,-83.1261,7,Michigan,5,Midwest,3,2,2020,PURPLE,10070627,638300
Barnwell,4,2020-07-04,1725735,,33.1918,-81.405,7,South Carolina,5,South,5,0,2020,RED,5132151,4646
Chicago,4,2020-07-04,1725098,11:10 PM,41.7445,-87.5625,7,Illinois,4,Midwest,3,1,2020,BLUE,12790357,2743329
Chicago,4,2020-07-04,1725081,11:35 PM,41.7833,-87.6509,7,Illinois,8,Midwest,4,4,2020,BLUE,12790357,2743329
Lynn,4,2020-07-04,1725407,10:00 PM,42.4712,-70.9381,7,Massachusetts,5,Northeast,4,1,2020,BLUE,6997713,101103
Jackson,4,2020-07-04,1724219,,32.3959,-90.1393,7,Mississippi,4,South,3,1,2020,RED,2958409,152997
Baton Rouge,4,2020-07-04,1724887,3:00 PM,30.4938,-91.0576,7,Louisiana,4,South,4,0,2020,RED,4652022,226264
Birmingham,3,2020-07-03,1723897,3:15 PM,33.379,-86.8083,7,Alabama,4,South,3,1,2020,RED,5031864,200375
Baltimore,3,2020-07-03,1724273,11:07 PM,39.2751,-76.6901,7,Maryland,4,South,4,0,2020,BLUE,6173689,583157
Delano,2,2020-07-02,1723184,7:30 PM,35.785,-119.24,7,California,5,West,3,2,2020,BLUE,39503200,49860
Somerville,2,2020-07-02,1723352,10:30 PM,42.3972,-71.0931,7,Massachusetts,4,Northeast,4,0,2020,BLUE,6997713,80879
Paterson,2,2020-07-02,1722839,12:15 AM,40.9251,-74.1709,7,New Jersey,5,Northeast,4,1,2020,BLUE,9272392,159323
Oakland,1,2020-07-01,1722142,,37.74,-122.162,7,California,4,West,4,0,2020,BLUE,39503200,440943
Lake Charles,1,2020-07-01,1729506,,30.2187,-93.2129,7,Louisiana,4,South,4,0,2020,RED,4652022,84879
Davenport,30,2020-06-30,1721964,10:10 PM,41.5341,-90.5712,6,Iowa,5,Midwest,5,0,2020,PURPLE,3190904,101651
Atlanta,30,2020-06-30,1720781,1:10 AM,33.7672,-84.3733,6,Georgia,5,South,4,1,2020,PURPLE,10732390,499896
Boston,30,2020-06-30,1721669,7:30 PM,42.3236,-71.0851,6,Massachusetts,4,Northeast,3,1,2020,BLUE,6997713,675466
Chicago,30,2020-06-30,1720761,12:37 AM,41.8968,-87.6376,6,Illinois,4,Midwest,4,0,2020,BLUE,12790357,2743329
Dayton,30,2020-06-30,1721572,6:45 PM,39.7779,-84.2436,6,Ohio,4,Midwest,4,0,2020,PURPLE,11798292,137496
Greenbrier,30,2020-06-30,1722317,9:30 PM,35.2424,-92.2637,6,Arkansas,4,South,4,0,2020,RED,3014348,5744
San Fernando,29,2020-06-29,1720834,4:20 PM,34.2761,-118.379,6,California,4,West,4,0,2020,BLUE,39503200,23946
Sioux Falls,29,2020-06-29,1720655,2:30 PM,43.5579,-96.7369,6,South Dakota,4,Midwest,3,1,2020,RED,887852,193437
Philadelphia,28,2020-06-28,1719693,11:00 PM,39.9901,-75.1217,6,Pennsylvania,4,Northeast,2,2,2020,PURPLE,12995477,1600684
Akron,28,2020-06-28,1719668,1:00 AM,32.853,-87.6823,6,Alabama,7,South,7,0,2020,RED,5031864,229
Chicago,27,2020-06-27,1718966,11:35 PM,41.8385,-87.6135,6,Illinois,4,Midwest,2,2,2020,BLUE,12790357,2743329
Red Bluff,27,2020-06-27,1718847,3:30 PM,40.1049,-122.187,6,California,6,West,4,2,2020,BLUE,39503200,14667
Peoria,27,2020-06-27,1718463,2:46 AM,40.6823,-89.6064,6,Illinois,4,Midwest,4,0,2020,BLUE,12790357,112845
Kings,27,2020-06-27,1718238,4:00 AM,40.653,-73.911,6,New York,4,Northeast,4,0,2020,BLUE,20104710,2718447
Blytheville,27,2020-06-27,1719645,11:15 PM,35.9255,-89.8946,6,Arkansas,4,South,1,3,2020,RED,3014348,13342
Aurora,26,2020-06-26,1717828,7:45 PM,39.7271,-104.844,6,Colorado,5,West,5,0,2020,BLUE,5785219,386773
Fresno,26,2020-06-26,1718292,11:30 PM,36.8016,-119.833,6,California,4,West,4,0,2020,BLUE,39503200,542710
Phoenix,26,2020-06-26,1717173,2:00 AM,33.4656,-112.169,6,Arizona,4,West,4,0,2020,PURPLE,7186683,1612459
Philadelphia,25,2020-06-25,1717543,10:30 PM,39.9984,-75.1033,6,Pennsylvania,4,Northeast,4,0,2020,PURPLE,12995477,1600684
Bridgeport,25,2020-06-25,1716944,8:00 PM,41.2002,-73.1821,6,Connecticut,4,Northeast,3,1,2020,BLUE,3577586,147717
Jackson,24,2020-06-24,1715616,2:45 AM,35.6413,-88.816,6,Tennessee,4,South,4,0,2020,RED,6926091,68199
Chicago,23,2020-06-23,1714504,5:00 PM,41.7293,-87.6001,6,Illinois,4,Midwest,4,0,2020,BLUE,12790357,2743329
Palm Springs,23,2020-06-23,1715231,8:00 PM,26.5889,-80.1155,6,Florida,5,South,5,0,2020,PURPLE,21591299,26888
Charlotte,22,2020-06-22,1712342,12:30 AM,35.2642,-80.8544,6,North Carolina,9,South,5,4,2020,RED,10453812,875752
San Francisco,22,2020-06-22,1713075,3:41 PM,37.783,-122.414,6,California,5,West,5,0,2020,BLUE,39503200,870518
Kings,22,2020-06-22,1713790,11:10 PM,40.6634,-73.9455,6,New York,5,Northeast,5,0,2020,BLUE,20104710,2718447
Minneapolis,22,2020-06-22,1712876,2:33 PM,44.9952,-93.3045,6,Minnesota,4,Midwest,4,0,2020,BLUE,5710578,430710
Minneapolis,22,2020-06-22,1712898,4:07 PM,44.9988,-93.2876,6,Minnesota,4,Midwest,4,0,2020,BLUE,5710578,430710
Chicago,22,2020-06-22,1712408,2:45 AM,41.8782,-87.7158,6,Illinois,5,Midwest,5,0,2020,BLUE,12790357,2743329
Chicago,22,2020-06-22,1712386,12:52 AM,41.7997,-87.642,6,Illinois,4,Midwest,4,0,2020,BLUE,12790357,2743329
Columbus,22,2020-06-22,1713668,10:15 PM,39.9409,-82.8343,6,Ohio,5,Midwest,4,1,2020,PURPLE,11798292,906418
Buffalo,21,2020-06-21,1711747,3:30 AM,42.9152,-78.8995,6,New York,4,Northeast,4,0,2020,BLUE,20104710,277551
Austin,21,2020-06-21,1711626,3:00 AM,30.2679,-97.7375,6,Texas,5,South,5,0,2020,RED,29234361,965827
