City_or_County,Day,Incident_Date,Incident_ID,Incident_Time,Latitude,Longitude,Month,State_Name,Total_Victims,US_Region,Victims_Injured,Victims_Killed,Year,State_Political_Color,State_PopEstimate,City_PopEstimate
Nashville,11,2022-06-11,2328108,10:14 PM,36.0582,-86.6394,6,Tennessee,4,South,2,2,2022,RED,7048976,682130
Jefferson,11,2022-06-11,2327991,9:05 PM,38.2618,-85.7371,6,Kentucky,6,South,6,0,2022,RED,4511563,773095
Decatur,10,2022-06-10,2327247,11:15 PM,33.7089,-84.2751,6,Georgia,4,South,3,1,2022,PURPLE,10913150,24327
Smithsburg,9,2022-06-09,2325498,2:30 PM,39.6697,-77.564,6,Maryland,5,South,2,3,2022,BLUE,6163981,3113
Yuma,8,2022-06-08,2325328,2:11 AM,32.701,-114.625,6,Arizona,4,West,4,0,2022,PURPLE,7365684,99589
Chicago,7,2022-06-07,2324475,8:37 PM,41.8655,-87.7175,6,Illinois,4,Midwest,4,0,2022,BLUE,12582515,2672660
Baltimore,7,2022-06-07,2324435,6:30 PM,39.3359,-76.5453,6,Maryland,4,South,2,2,2022,BLUE,6163981,569107
Chicago,7,2022-06-07,2324496,3:35 PM,41.6587,-87.6063,6,Illinois,4,Midwest,4,0,2022,BLUE,12582515,2672660
Portsmouth,7,2022-06-07,2323642,9:36 AM,36.8261,-76.3109,6,Virginia,4,South,0,4,2022,BLUE,8679099,96954
Saginaw,5,2022-06-05,2321772,2:30 AM,43.4291,-83.9216,6,Michigan,4,Midwest,1,3,2022,PURPLE,10033281,43468
Mesa,5,2022-06-05,2321440,2:00 AM,33.3926,-111.862,6,Arizona,4,West,2,2,2022,PURPLE,7365684,512264
Chattanooga,5,2022-06-05,2321532,2:37 AM,35.0347,-85.2707,6,Tennessee,13,South,11,2,2022,RED,7048976,184038
Grand Rapids,5,2022-06-05,2321693,12:15 AM,42.9664,-85.6702,6,Michigan,4,Midwest,3,1,2022,PURPLE,10033281,197192
Andrews,5,2022-06-05,2322804,11:00 PM,33.3486,-79.6616,6,South Carolina,5,South,5,0,2022,RED,5282955,2539
Ecorse,4,2022-06-04,2321193,2:50 AM,42.2574,-83.1392,6,Michigan,4,Midwest,4,0,2022,PURPLE,10033281,9054
El Paso,4,2022-06-04,2320673,5:00 AM,31.6586,-106.252,6,Texas,5,South,5,0,2022,RED,30029848,677788
Philadelphia,4,2022-06-04,2321266,11:45 PM,39.9411,-75.1459,6,Pennsylvania,12,Northeast,10,2,2022,PURPLE,12972091,1566836
Macon,4,2022-06-04,2321500,7:00 PM,32.8431,-83.6131,6,Georgia,4,South,2,2,2022,PURPLE,10913150,11777
Phoenix,4,2022-06-04,2320618,1:00 AM,33.5712,-112.085,6,Arizona,9,West,8,1,2022,PURPLE,7365684,1643899
Summerton,4,2022-06-04,2321593,11:00 PM,33.5784,-80.3923,6,South Carolina,8,South,7,1,2022,RED,5282955,794
Hempstead,4,2022-06-04,2321698,10:00 PM,40.7103,-73.6307,6,New York,4,Northeast,3,1,2022,BLUE,19673200,58413
Chesterfield,3,2022-06-03,2320361,9:30 PM,37.3749,-77.4315,6,Virginia,6,South,5,1,2022,BLUE,8679099,378290
Omaha,3,2022-06-03,2320862,11:37 PM,41.2024,-95.9571,6,Nebraska,4,Midwest,3,1,2022,RED,1968060,485132
Centerville,2,2022-06-02,2319567,,31.2552,-96.0064,6,Texas,5,South,0,5,2022,RED,30029848,932
Tulsa,1,2022-06-01,2318310,4:52 PM,36.0705,-95.9183,6,Oklahoma,4,South,0,4,2022,RED,4019271,411748
Waco,31,2022-05-31,2318046,8:12 PM,31.5798,-97.1366,5,Texas,4,South,4,0,2022,RED,30029848,143238
Benton Harbor,30,2022-05-30,2316616,2:20 AM,42.1,-86.4376,5,Michigan,7,Midwest,6,1,2022,PURPLE,10033281,8940
Philadelphia,30,2022-05-30,2315903,1:00 AM,39.9805,-75.089,5,Pennsylvania,4,Northeast,2,2,2022,PURPLE,12972091,1566836
Charleston,30,2022-05-30,2317016,11:40 PM,32.7932,-79.9346,5,South Carolina,9,South,9,0,2022,RED,5282955,153745
Taft,29,2022-05-29,2315150,12:01 AM,35.761,-95.5459,5,Oklahoma,8,South,7,1,2022,RED,4019271,171
Houston,29,2022-05-29,2316364,9:40 PM,29.9028,-95.4623,5,Texas,4,South,4,0,2022,RED,30029848,2302488
Chicago,29,2022-05-29,2315892,10:21 PM,41.8979,-87.736,5,Illinois,4,Midwest,3,1,2022,BLUE,12582515,2672660
Phoenix,29,2022-05-29,2315605,3:30 AM,33.4777,-112.184,5,Arizona,6,West,5,1,2022,PURPLE,7365684,1643899
Chicago,29,2022-05-29,2315074,1:32 AM,41.8708,-87.728,5,Illinois,5,Midwest,5,0,2022,BLUE,12582515,2672660
Henderson,29,2022-05-29,2315361,11:50 AM,36.0119,-114.99,5,Nevada,7,West,7,0,2022,BLUE,3177421,331313
Chattanooga,28,2022-05-28,2314991,10:48 PM,35.0552,-85.3087,5,Tennessee,6,South,6,0,2022,RED,7048976,184038
Fresno,28,2022-05-28,2315338,9:00 PM,36.7707,-119.774,5,California,4,West,3,1,2022,BLUE,39040616,545253
Malabar,28,2022-05-28,2315417,11:55 PM,27.9834,-80.5856,5,Florida,4,South,4,0,2022,PURPLE,22245521,3063
Colorado Springs,28,2022-05-28,2315190,1:15 AM,38.8319,-104.757,5,Colorado,4,West,3,1,2022,BLUE,5841039,486304
Merced,28,2022-05-28,2315333,11:30 PM,37.3259,-120.534,5,California,4,West,3,1,2022,BLUE,39040616,92088
Memphis,28,2022-05-28,2314951,11:00 PM,35.1746,-89.9754,5,Tennessee,4,South,4,0,2022,RED,7048976,623840
Stanwood,27,2022-05-27,2313970,2:30 PM,43.6221,-85.4585,5,Michigan,4,Midwest,0,4,2022,PURPLE,10033281,206
Anniston,27,2022-05-27,2313988,1:00 AM,33.6336,-85.8309,5,Alabama,6,South,6,0,2022,RED,5073903,21181
Philadelphia,25,2022-05-25,2312678,7:00 PM,39.9661,-75.1936,5,Pennsylvania,4,Northeast,4,0,2022,PURPLE,12972091,1566836
Uvalde,24,2022-05-24,2310278,11:32 AM,29.1986,-99.7895,5,Texas,38,South,17,21,2022,RED,30029848,15390
North Charleston,23,2022-05-23,2309711,1:30 AM,32.9036,-80.0787,5,South Carolina,5,South,5,0,2022,RED,5282955,118598
Cleveland,23,2022-05-23,2311123,3:30 PM,41.5533,-81.5754,5,Ohio,5,Midwest,5,0,2022,PURPLE,11759697,362806
Goshen,21,2022-05-21,2308096,3:20 PM,41.549,-85.8118,5,Indiana,4,Midwest,3,1,2022,RED,6832274,34368
Tacoma,21,2022-05-21,2308395,5:30 PM,47.2064,-122.443,5,Washington,4,West,4,0,2022,BLUE,7784477,221731
Highland,20,2022-05-20,2308017,11:45 PM,34.136,-117.208,5,California,9,West,8,1,2022,BLUE,39040616,56523
Kissimmee,20,2022-05-20,2307631,,28.3129,-81.402,5,Florida,4,South,3,1,2022,PURPLE,22245521,80043
New Orleans,20,2022-05-20,2307813,11:59 PM,29.9626,-90.0213,5,Louisiana,4,South,3,1,2022,RED,4588023,369917
Chicago,19,2022-05-19,2307044,10:40 PM,41.8969,-87.6284,5,Illinois,9,Midwest,7,2,2022,BLUE,12582515,2672660
Philadelphia,18,2022-05-18,2306277,7:30 PM,39.9322,-75.1741,5,Pennsylvania,5,Northeast,5,0,2022,PURPLE,12972091,1566836
Palo Alto,17,2022-05-17,2305208,6:00 PM,37.4739,-122.137,5,California,4,West,3,1,2022,BLUE,39040616,66132
Laguna Woods,15,2022-05-15,2302847,1:26 PM,33.6097,-117.734,5,California,6,West,5,1,2022,BLUE,39040616,17199
Forsyth,15,2022-05-15,2303130,7:30 PM,36.1219,-80.2195,5,North Carolina,7,South,7,0,2022,RED,10695965,389661
Elizabeth City,15,2022-05-15,2304029,6:19 PM,36.2929,-76.2212,5,North Carolina,4,South,4,0,2022,RED,10695965,18853
Houston,15,2022-05-15,2302740,1:00 PM,29.8865,-95.3936,5,Texas,5,South,3,2,2022,RED,30029848,2302488
Amarillo,15,2022-05-15,2303337,4:14 AM,35.2243,-101.832,5,Texas,5,South,4,1,2022,RED,30029848,201366
Buffalo,14,2022-05-14,2301751,2:45 PM,42.9098,-78.8526,5,New York,13,Northeast,3,10,2022,BLUE,19673200,275762
Napoleonville,13,2022-05-13,2354757,,29.9383,-91.0275,5,Louisiana,5,South,5,0,2022,RED,4588023,522
Milwaukee,13,2022-05-13,2301494,11:30 PM,43.0458,-87.911,5,Wisconsin,11,Midwest,11,0,2022,PURPLE,5890543,563632
Hot Springs,12,2022-05-12,2300713,9:00 PM,34.5095,-93.0503,5,Arkansas,4,South,3,1,2022,RED,3046404,38065
Chicago,11,2022-05-11,2299660,6:00 PM,41.7699,-87.6644,5,Illinois,4,Midwest,4,0,2022,BLUE,12582515,2672660
Indianapolis,11,2022-05-11,2299126,12:20 AM,39.7733,-86.165,5,Indiana,5,Midwest,5,0,2022,RED,6832274,889698
St. Louis,11,2022-05-11,2299793,5:30 PM,38.6867,-90.2443,5,Missouri,4,Midwest,3,1,2022,RED,6177168,286193
Paterson,11,2022-05-11,2300830,10:20 PM,40.9126,-74.1655,5,New Jersey,5,Northeast,4,1,2022,BLUE,9260817,156470
Baltimore,10,2022-05-10,2298872,8:56 PM,39.3381,-76.6679,5,Maryland,5,South,5,0,2022,BLUE,6163981,569107
Chicago,10,2022-05-10,2298836,4:45 PM,41.8067,-87.6592,5,Illinois,5,Midwest,4,1,2022,BLUE,12582515,2672660
Chicago,10,2022-05-10,2299407,10:30 PM,41.7789,-87.5797,5,Illinois,6,Midwest,6,0,2022,BLUE,12582515,2672660
Philadelphia,10,2022-05-10,2298519,12:00 PM,39.9968,-75.1154,5,Pennsylvania,4,Northeast,4,0,2022,PURPLE,12972091,1566836
Baltimore,10,2022-05-10,2298591,1:33 PM,39.2993,-76.5817,5,Maryland,4,South,3,1,2022,BLUE,6163981,569107
Brookshire,10,2022-05-10,2299176,10:00 PM,29.788,-95.9489,5,Texas,4,South,3,1,2022,RED,30029848,5531
Detroit,9,2022-05-09,2297823,4:45 PM,42.3912,-82.9711,5,Michigan,4,Midwest,4,0,2022,PURPLE,10033281,631366
Tuscaloosa,9,2022-05-09,2298092,10:30 PM,33.1942,-87.5939,5,Alabama,5,South,5,0,2022,RED,5073903,110575
Clarkston,8,2022-05-08,2297261,7:40 PM,33.7966,-84.2277,5,Georgia,6,South,3,3,2022,PURPLE,10913150,14519
Miami,7,2022-05-07,2296224,2:10 AM,25.8096,-80.2484,5,Florida,4,South,4,0,2022,PURPLE,22245521,450014
Lexington-Fayette,7,2022-05-07,2296191,1:16 AM,38.0791,-84.48,5,Kentucky,5,South,3,2,2022,RED,4511563,320281
Garland,7,2022-05-07,2296808,11:45 PM,32.9176,-96.6399,5,Texas,4,South,2,2,2022,RED,30029848,245795
New Orleans,6,2022-05-06,2296037,2:14 PM,30.0388,-89.9129,5,Louisiana,6,South,4,2,2022,RED,4588023,369917
Sunnyside,5,2022-05-05,2296064,4:45 PM,46.322,-120.014,5,Washington,5,West,5,0,2022,BLUE,7784477,16279
Cowley,3,2022-05-03,2294515,,37.0913,-96.9144,5,Kansas,4,Midwest,4,0,2022,RED,2936716,34423
Baton Rouge,3,2022-05-03,2293603,5:45 PM,30.4675,-91.1512,5,Louisiana,5,South,5,0,2022,RED,4588023,221244
Beaumont,3,2022-05-03,2294477,11:55 PM,30.0526,-94.0807,5,Texas,5,South,5,0,2022,RED,30029848,112280
Lafayette,1,2022-05-01,2291712,1:43 AM,30.2257,-92.0186,5,Louisiana,11,South,11,0,2022,RED,4588023,121343
Springfield,1,2022-05-01,2291578,2:45 AM,39.9096,-83.8077,5,Ohio,5,Midwest,4,1,2022,PURPLE,11759697,58069
Tarpon Springs,1,2022-05-01,2292452,7:26 PM,28.1441,-82.7546,5,Florida,6,South,6,0,2022,PURPLE,22245521,25871
North Charleston,1,2022-05-01,2292613,1:00 AM,32.937,-80.0397,5,South Carolina,4,South,3,1,2022,RED,5282955,118598
Atlanta,30,2022-04-30,2291618,,33.6791,-84.3776,4,Georgia,4,South,4,0,2022,PURPLE,10913150,498771
Jackson,30,2022-04-30,2291470,10:00 PM,32.3002,-90.1722,4,Mississippi,5,South,5,0,2022,RED,2938928,145883
Jackson,29,2022-04-29,2291185,3:45 PM,35.6452,-88.8528,4,Tennessee,4,South,2,2,2022,RED,7048976,68305
New Orleans,29,2022-04-29,2290903,10:15 PM,29.9241,-90.0867,4,Louisiana,6,South,6,0,2022,RED,4588023,369917
Laurel,29,2022-04-29,2291534,11:14 PM,31.6791,-89.1457,4,Mississippi,4,South,4,0,2022,RED,2938928,17033
Bessemer,28,2022-04-28,2290026,3:45 PM,33.3987,-86.9491,4,Alabama,4,South,3,1,2022,RED,5073903,25288
Chicago,27,2022-04-27,2288928,2:00 PM,41.8771,-87.7355,4,Illinois,4,Midwest,4,0,2022,BLUE,12582515,2672660
Biloxi,27,2022-04-27,2288842,9:00 AM,30.3901,-88.9964,4,Mississippi,4,South,0,4,2022,RED,2938928,48997
San Antonio,27,2022-04-27,2289610,2:15 AM,29.4694,-98.6249,4,Texas,5,South,5,0,2022,RED,30029848,1473325
Opelousas,27,2022-04-27,2289308,1:00 AM,30.5427,-92.0908,4,Louisiana,5,South,3,2,2022,RED,4588023,15484
Phoenix,27,2022-04-27,2289382,7:00 PM,33.4792,-112.206,4,Arizona,4,West,4,0,2022,PURPLE,7365684,1643899
Birmingham,25,2022-04-25,2287581,2:30 AM,33.5051,-86.8503,4,Alabama,4,South,3,1,2022,RED,5073903,196887
Myrtle Beach,24,2022-04-24,2286363,1:30 AM,33.6953,-78.8779,4,South Carolina,4,South,3,1,2022,RED,5282955,38426
Lafayette,24,2022-04-24,2286061,4:20 AM,40.3869,-86.9153,4,Indiana,5,Midwest,3,2,2022,RED,6832274,71208
Chicago,23,2022-04-23,2285772,7:40 PM,41.8014,-87.6747,4,Illinois,4,Midwest,2,2,2022,BLUE,12582515,2672660
Rocky Mount,23,2022-04-23,2285612,1:50 AM,35.9777,-77.8042,4,North Carolina,4,South,4,0,2022,RED,10695965,54049
Atlanta,23,2022-04-23,2285860,10:00 PM,33.7599,-84.3918,4,Georgia,5,South,5,0,2022,PURPLE,10913150,498771
San Bernardino,23,2022-04-23,2286089,10:00 PM,34.1363,-117.306,4,California,5,West,4,1,2022,BLUE,39040616,221111
Petersburg,22,2022-04-22,2285158,8:44 PM,37.2006,-77.3736,4,Virginia,6,South,5,1,2022,BLUE,8679099,33462
Washington,22,2022-04-22,2284819,3:20 PM,38.9427,-77.0594,4,District of Columbia,4,South,4,0,2022,BLUE,670949,670949
Cincinnati,22,2022-04-22,2285242,6:30 PM,39.126,-84.492,4,Ohio,4,Midwest,4,0,2022,PURPLE,11759697,309405
Mountain View,21,2022-04-21,2285267,2:00 PM,35.7579,-91.9341,4,Arkansas,4,South,0,4,2022,RED,3046404,2915
Duluth,20,2022-04-20,2283535,12:29 PM,46.8022,-92.1022,4,Minnesota,4,Midwest,0,4,2022,BLUE,5714300,86627
Philadelphia,17,2022-04-17,2281171,6:02 PM,39.9936,-75.1393,4,Pennsylvania,4,Northeast,4,0,2022,PURPLE,12972091,1566836
Pittsburgh,17,2022-04-17,2280711,12:30 AM,40.4559,-79.9972,4,Pennsylvania,10,Northeast,8,2,2022,PURPLE,12972091,302799
Portland,17,2022-04-17,2281541,8:40 PM,45.5189,-122.497,4,Oregon,4,West,3,1,2022,BLUE,4239379,634668
Furman,17,2022-04-17,2280875,3:07 AM,32.6906,-81.1897,4,South Carolina,9,South,9,0,2022,RED,5282955,220
Sacramento,17,2022-04-17,2281164,12:16 AM,38.4956,-121.46,4,California,4,West,3,1,2022,BLUE,39040616,525297
Miami,17,2022-04-17,2281483,10:00 PM,25.9123,-80.2218,4,Florida,4,South,3,1,2022,PURPLE,22245521,450014
Baldwin,17,2022-04-17,2282256,10:22 PM,29.8334,-91.5559,4,Louisiana,5,South,5,0,2022,RED,4588023,1705
Columbia,16,2022-04-16,2280204,2:03 PM,34.0779,-81.1565,4,South Carolina,9,South,9,0,2022,RED,5282955,139676
Baltimore,16,2022-04-16,2280495,5:32 PM,39.3512,-76.6777,4,Maryland,4,South,3,1,2022,BLUE,6163981,569107
North Las Vegas,16,2022-04-16,2281244,11:15 PM,36.2499,-115.18,4,Nevada,4,West,4,0,2022,BLUE,3177421,280404
Daingerfield,16,2022-04-16,2281410,9:30 PM,33.0446,-94.7395,4,Texas,7,South,6,1,2022,RED,30029848,2510
Syracuse,16,2022-04-16,2280017,12:15 AM,43.0485,-76.1541,4,New York,5,Northeast,4,1,2022,BLUE,19673200,146230
Stockton,15,2022-04-15,2280504,11:18 PM,37.9962,-121.301,4,California,4,West,2,2,2022,BLUE,39040616,320831
Kings,12,2022-04-12,2276339,8:30 AM,40.6543,-74.0043,4,New York,10,Northeast,10,0,2022,BLUE,19673200,2589531
Bronx,12,2022-04-12,2277011,10:00 PM,40.8672,-73.8686,4,New York,4,Northeast,3,1,2022,BLUE,19673200,1381808
Baton Rouge,10,2022-04-10,2275242,1:00 PM,30.4967,-91.1635,4,Louisiana,4,South,4,0,2022,RED,4588023,221244
Cedar Rapids,10,2022-04-10,2274790,1:27 AM,41.9761,-91.6646,4,Iowa,12,Midwest,9,3,2022,PURPLE,3199693,136392
Elgin,10,2022-04-10,2274803,1:59 AM,42.0573,-88.255,4,Illinois,6,Midwest,4,2,2022,BLUE,12582515,113131
Los Angeles,10,2022-04-10,2275283,4:15 PM,33.9213,-118.247,4,California,7,West,5,2,2022,BLUE,39040616,3822782
Indianapolis,10,2022-04-10,2274783,3:20 AM,39.825,-86.2332,4,Indiana,6,Midwest,5,1,2022,RED,6832274,889698
Miami,9,2022-04-09,2274296,4:30 AM,25.8364,-80.2233,4,Florida,4,South,4,0,2022,PURPLE,22245521,450014
Washington,9,2022-04-09,2274855,10:55 PM,38.873,-77.0107,4,District of Columbia,4,South,4,0,2022,BLUE,670949,670949
Philadelphia,6,2022-04-06,2272394,7:15 PM,40.0171,-75.0847,4,Pennsylvania,4,Northeast,4,0,2022,PURPLE,12972091,1566836
Covington,4,2022-04-04,2270747,7:00 PM,39.0712,-84.5103,4,Kentucky,4,South,4,0,2022,RED,4511563,40944
Hartford,4,2022-04-04,2270578,7:00 PM,41.7801,-72.6838,4,Connecticut,4,Northeast,3,1,2022,BLUE,3608706,119851
Buffalo,3,2022-04-03,2269429,1:00 AM,42.8937,-78.8606,4,New York,4,Northeast,4,0,2022,BLUE,19673200,275762
Dallas,3,2022-04-03,2269100,12:10 AM,32.6401,-96.7361,4,Texas,17,South,16,1,2022,RED,30029848,1297358
San Francisco,3,2022-04-03,2269745,4:39 PM,37.7098,-122.446,4,California,4,West,2,2,2022,BLUE,39040616,807774
Sacramento,3,2022-04-03,2269082,2:00 AM,38.5803,-121.493,4,California,17,West,11,6,2022,BLUE,39040616,525297
Shelby,2,2022-04-02,2268723,12:30 AM,35.2701,-81.4896,4,North Carolina,4,South,3,1,2022,RED,10695965,21862
Monroe,2,2022-04-02,2268762,2:00 AM,32.5229,-92.0817,4,Louisiana,5,South,4,1,2022,RED,4588023,46817
Colorado Springs,2,2022-04-02,2269059,6:25 PM,38.7987,-104.748,4,Colorado,4,West,4,0,2022,BLUE,5841039,486304
Shreveport,2,2022-04-02,2269034,5:00 AM,32.5012,-93.7371,4,Louisiana,4,South,3,1,2022,RED,4588023,180086
Walterboro,1,2022-04-01,2269259,11:30 PM,32.9941,-80.728,4,South Carolina,4,South,4,0,2022,RED,5282955,5457
Hollister,26,2022-03-26,2264094,9:00 PM,36.8617,-121.398,3,California,5,West,3,2,2022,BLUE,39040616,44142
Cleveland,26,2022-03-26,2265029,1:10 AM,41.5065,-81.6858,3,Ohio,4,Midwest,4,0,2022,PURPLE,11759697,362806
Colorado Springs,25,2022-03-25,2263608,10:40 PM,38.8446,-104.761,3,Colorado,4,West,2,2,2022,BLUE,5841039,486304
Stockton,22,2022-03-22,2260129,12:00 AM,37.9735,-121.28,3,California,4,West,3,1,2022,BLUE,39040616,320831
Waterbury,21,2022-03-21,2259262,12:20 AM,41.5541,-73.0394,3,Connecticut,4,Northeast,4,0,2022,BLUE,3608706,114588
Chicago,21,2022-03-21,2259413,3:29 PM,41.7517,-87.5838,3,Illinois,4,Midwest,2,2,2022,BLUE,12582515,2672660
Milwaukee,20,2022-03-20,2258324,4:31 AM,43.0877,-87.949,3,Wisconsin,4,Midwest,4,0,2022,PURPLE,5890543,563632
Austin,20,2022-03-20,2258156,1:59 AM,30.2668,-97.7383,3,Texas,4,South,4,0,2022,RED,30029848,975418
Houston,20,2022-03-20,2258224,12:30 AM,29.599,-95.3812,3,Texas,4,South,3,1,2022,RED,30029848,2302488
Norfolk,19,2022-03-19,2257316,1:55 AM,36.8503,-76.29,3,Virginia,5,South,2,3,2022,BLUE,8679099,232558
Fayetteville,19,2022-03-19,2258012,8:50 PM,35.0294,-78.9279,3,North Carolina,6,South,3,3,2022,RED,10695965,209321
Dumas,19,2022-03-19,2257739,7:25 PM,33.8793,-91.481,3,Arkansas,27,South,26,1,2022,RED,3046404,3766
Amherst,19,2022-03-19,2257674,1:47 AM,37.4322,-79.0973,3,Virginia,5,South,4,1,2022,BLUE,8679099,2118
Dallas,19,2022-03-19,2258182,11:50 PM,32.7439,-96.7594,3,Texas,10,South,9,1,2022,RED,30029848,1297358
Fort Worth,18,2022-03-18,2256453,12:40 AM,32.7968,-97.3675,3,Texas,4,South,3,1,2022,RED,30029848,957103
New Iberia,18,2022-03-18,2257778,9:30 PM,30.0015,-91.8272,3,Louisiana,5,South,5,0,2022,RED,4588023,27480
Lansing,17,2022-03-17,2257132,10:30 PM,42.7334,-84.5199,3,Michigan,4,Midwest,4,0,2022,PURPLE,10033281,112273
Chicago,17,2022-03-17,2256398,8:15 PM,41.8797,-87.7281,3,Illinois,4,Midwest,4,0,2022,BLUE,12582515,2672660
Fort Lauderdale,17,2022-03-17,2255816,3:00 PM,26.1223,-80.1298,3,Florida,4,South,2,2,2022,PURPLE,22245521,183118
Irvington,16,2022-03-16,2255832,11:00 PM,40.737,-74.22,3,New Jersey,4,Northeast,3,1,2022,BLUE,9260817,60015
Irvington,16,2022-03-16,2256080,10:47 PM,40.7379,-74.2228,3,New Jersey,4,Northeast,3,1,2022,BLUE,9260817,60015
Ozark,15,2022-03-15,2254579,5:20 PM,31.4692,-85.6774,3,Alabama,5,South,5,0,2022,RED,5073903,14286
Reading,14,2022-03-14,2253714,7:30 PM,40.3151,-75.9493,3,Pennsylvania,4,Northeast,3,1,2022,PURPLE,12972091,94847
Chicago,13,2022-03-13,2252873,3:40 PM,41.7516,-87.5534,3,Illinois,7,Midwest,7,0,2022,BLUE,12582515,2672660
Columbia,13,2022-03-13,2252792,3:00 AM,33.9933,-81.0405,3,South Carolina,5,South,4,1,2022,RED,5282955,139676
Baltimore,12,2022-03-12,2252719,8:20 PM,39.3314,-76.6956,3,Maryland,4,South,1,3,2022,BLUE,6163981,569107
Autaugaville,12,2022-03-12,2253654,9:00 PM,32.4337,-86.6524,3,Alabama,4,South,3,1,2022,RED,5073903,797
Columbus,11,2022-03-11,2251416,1:45 AM,40.0883,-82.9742,3,Ohio,4,Midwest,2,2,2022,PURPLE,11759697,908238
Aurora,9,2022-03-09,2250540,7:05 PM,39.7655,-104.793,3,Colorado,4,West,3,1,2022,BLUE,5841039,393794
Jacksonville,8,2022-03-08,2250151,2:20 PM,30.4837,-81.6042,3,Florida,5,South,4,1,2022,PURPLE,22245521,971777
Knoxville,7,2022-03-07,2249608,9:20 PM,36.0146,-83.9819,3,Tennessee,4,South,4,0,2022,RED,7048976,196748
Hazleton,6,2022-03-06,2248066,1:00 AM,40.9644,-75.9721,3,Pennsylvania,5,Northeast,4,1,2022,PURPLE,12972091,30006
Jefferson,6,2022-03-06,2247842,4:30 PM,38.2525,-85.7421,3,Kentucky,4,South,4,0,2022,RED,4511563,773095
Lubbock,6,2022-03-06,2247828,3:00 AM,33.5941,-101.815,3,Texas,4,South,4,0,2022,RED,30029848,264083
Chester,6,2022-03-06,2247622,12:30 AM,34.8103,-81.1316,3,South Carolina,5,South,3,2,2022,RED,5282955,5198
Monroe,6,2022-03-06,2248613,12:01 AM,32.5037,-92.0811,3,Louisiana,4,South,4,0,2022,RED,4588023,46817
Minneapolis,6,2022-03-06,2247617,2:30 AM,44.953,-93.28,3,Minnesota,4,Midwest,3,1,2022,BLUE,5714300,422003
Glendale,5,2022-03-05,2247747,10:00 PM,33.5387,-112.163,3,Arizona,4,West,3,1,2022,PURPLE,7365684,252061
Atlanta,5,2022-03-05,2247025,12:40 AM,33.697,-84.4049,3,Georgia,4,South,4,0,2022,PURPLE,10913150,498771
Las Vegas,3,2022-03-03,2246387,11:30 PM,36.1155,-115.149,3,Nevada,7,West,6,1,2022,BLUE,3177421,656191
Baltimore,2,2022-03-02,2245620,6:30 PM,39.3103,-76.6641,3,Maryland,4,South,3,1,2022,BLUE,6163981,569107
Sacramento,28,2022-02-28,2243861,5:07 PM,38.6003,-121.419,2,California,4,West,0,4,2022,BLUE,39040616,525297
Alexandria,27,2022-02-27,2243285,7:45 PM,31.2947,-92.4215,2,Louisiana,4,South,4,0,2022,RED,4588023,43944
North Charleston,26,2022-02-26,2242345,3:15 PM,32.8507,-79.9859,2,South Carolina,4,South,3,1,2022,RED,5282955,118598
Las Vegas,26,2022-02-26,2242153,3:15 AM,36.1422,-115.142,2,Nevada,14,West,13,1,2022,BLUE,3177421,656191
Bogalusa,26,2022-02-26,2244673,6:30 PM,30.7752,-89.8533,2,Louisiana,9,South,9,0,2022,RED,4588023,10412
Baton Rouge,25,2022-02-25,2241857,1:45 PM,30.3918,-91.091,2,Louisiana,4,South,2,2,2022,RED,4588023,221244
San Antonio,24,2022-02-24,2241299,5:00 PM,29.503,-98.4162,2,Texas,4,South,4,0,2022,RED,30029848,1473325
St. Paul,21,2022-02-21,2238575,11:20 AM,44.9312,-93.0848,2,Minnesota,4,Midwest,3,1,2022,BLUE,5714300,304436
Des Moines,20,2022-02-20,2238165,2:00 AM,41.584,-93.6182,2,Iowa,4,Midwest,4,0,2022,PURPLE,3199693,211048
McComb,20,2022-02-20,2238312,4:50 PM,31.2446,-90.4583,2,Mississippi,4,South,3,1,2022,RED,2938928,12055
Omaha,20,2022-02-20,2238657,9:15 PM,41.2761,-95.9614,2,Nebraska,4,Midwest,4,0,2022,RED,1968060,485132
Portland,20,2022-02-20,2238403,10:40 PM,45.4767,-122.532,2,Oregon,4,West,3,1,2022,BLUE,4239379,634668
Portland,19,2022-02-19,2237697,8:00 PM,45.5302,-122.608,2,Oregon,6,West,5,1,2022,BLUE,4239379,634668
Charleston,19,2022-02-19,2237593,1:00 AM,36.923,-89.3514,2,Missouri,16,Midwest,14,2,2022,RED,6177168,4275
Turlock,19,2022-02-19,2237196,2:02 AM,37.4931,-120.846,2,California,7,West,7,0,2022,BLUE,39040616,72192
Durham,19,2022-02-19,2237058,1:30 AM,35.9425,-78.903,2,North Carolina,4,South,2,2,2022,RED,10695965,292587
Prince George's,18,2022-02-18,2236857,5:36 PM,38.8315,-76.9437,2,Maryland,4,South,2,2,2022,BLUE,6163981,946980
Philadelphia,17,2022-02-17,2236155,4:30 PM,40.0321,-75.178,2,Pennsylvania,4,Northeast,4,0,2022,PURPLE,12972091,1566836
Houston,17,2022-02-17,2235778,1:00 AM,29.7218,-95.3673,2,Texas,5,South,5,0,2022,RED,30029848,2302488
Miami,16,2022-02-16,2235366,5:44 PM,25.7935,-80.3571,2,Florida,4,South,3,1,2022,PURPLE,22245521,450014
